SS_NoSpace,SIPred,Spp
ICHwk4/05,15.65184312,Bl
ICHwk4/07,19.85107521,Bl
ICHwk4/08,17.86560956,Bl
ICHxw_WA/101,16.76922646,Bl
ICHxw_WA/110,18.49271801,Bl
ICHxw_WA/111,17.32666014,Bl
ICHxw_WA/112,19.15875687,Bl
IDFdc/05,16.05544194,Bl
IDFdc/06,15.26431058,Bl
IDFdh_UT/111,16.80723256,Bl
IDFdk1/01,16.43435324,Bl
IDFdk1/05,17.75573633,Bl
IDFdk1/06,17.93645952,Bl
IDFdk2/01,16.76136159,Bl
IDFdk2/05,18.46759054,Bl
IDFdk2/06,17.73734625,Bl
IDFdk2/07,17.09959576,Bl
IDFdk_MT/111,17.03112279,Bl
IDFdk_WA/111,17.8653316,Bl
IDFdm1/01,17.29802922,Bl
IDFdm1/05,17.57263044,Bl
IDFdm1/06,18.5678236,Bl
IDFdm1/07,18.23033952,Bl
IDFdm_MT/110,16.99984265,Bl
IDFdm_MT/111,15.92293863,Bl
IDFdm_WA/110,18.28261098,Bl
IDFdm_WA/111,17.21325237,Bl
IDFdm_WA/112,18.91438691,Bl
IDFdm_WA/113,19.00246399,Bl
IDFdw/01,15.70031306,Bl
IDFdw/d,14.15009131,Bl
IDFdw/h,16.43156178,Bl
IDFmw1/05,18.26939939,Bl
IDFmw1/06,18.26939939,Bl
IDFmw2/01,16.79312839,Bl
IDFmw2/04,17.51612749,Bl
IDFmw2/05,16.29853103,Bl
IDFww/02,15.9780654,Bl
IDFww1/02,15.97154372,Bl
IDFxh_WA/111,16.69401558,Bl
IGFdk_WA/111,15.15775412,Bl
IWFxk_NV/111,17.3887988,Bl
MHdm_OR/101,16.75570744,Bl
MHdm_OR/102,14.95761087,Bl
MHdm_OR/103,14.55335739,Bl
MHdm_OR/110,17.04219364,Bl
MHdm_OR/111,16.20268809,Bl
MHdm_OR/112,18.16120711,Bl
MHdm_OR/113,17.18005732,Bl
MHds_OR/101,15.63239968,Bl
MHds_OR/102,12.96455599,Bl
MHds_OR/103,14.63576867,Bl
MHds_OR/110,15.55258285,Bl
MHds_OR/111,14.39585848,Bl
MHds_OR/112,16.75350183,Bl
MHds_OR/113,15.45716503,Bl
MHmm2/01,11.23987057,Bl
MHmm2/02,9.93676898,Bl
MHmm2/03,12.0352738,Bl
MHmm2/04,12.4510716,Bl
MHmm2/05,13.62776704,Bl
MHmm2/08,10.50140573,Bl
MHmm_WA/101,14.84280049,Bl
MHmm_WA/110,15.13482799,Bl
MHmm_WA/111,13.35849156,Bl
MHmm_WA/112,16.27588933,Bl
MHmm_WA/113,14.28693542,Bl
MHms_WA/101,14.52443631,Bl
MHms_WA/102,13.39983961,Bl
MHms_WA/103,13.42472806,Bl
MHms_WA/110,14.45998829,Bl
MHms_WA/111,13.64633886,Bl
MHms_WA/112,15.52513078,Bl
MHms_WA/113,14.56452538,Bl
MHmsp_WA/00,10.33566768,Bl
MSab/f,15.51311262,Bl
MSdc1/01,14.46043416,Bl
MSdc1/02,12.03686383,Bl
MSdc1/03,12.61024526,Bl
MSdc1/04,14.52621759,Bl
MSdc2/01,13.42956327,Bl
MSdc2/02,11.10763907,Bl
MSdc2/03,13.09171308,Bl
MSdc2/04,13.79558447,Bl
MSdc2/05,14.82579444,Bl
MSdc2/06,14.76398476,Bl
MSdc2/08,12.8006729,Bl
MSdc3/01,14.5339804,Bl
MSdc3/03,11.85938719,Bl
MSdc3/04,14.26144323,Bl
MSdh_UT/101,18.47035315,Bl
MSdh_UT/110,19.43014521,Bl
MSdh_UT/111,18.62327477,Bl
MSdh_WY/101,15.75971282,Bl
MSdh_WY/102,14.07809406,Bl
MSdh_WY/103,13.68885438,Bl
MSdh_WY/110,16.97267494,Bl
MSdh_WY/111,16.02973228,Bl
MSdh_WY/112,17.61479508,Bl
MSdh_WY/113,16.51161395,Bl
MSdk/101,15.53243802,Bl
MSdk/103,15.47943558,Bl
MSdk/104,15.53255559,Bl
MSdk/105,15.07049813,Bl
MSdk/110,18.15130428,Bl
MSdk/111,15.45836625,Bl
MSdk/112,14.99866648,Bl
MSdk_CO/101,17.42814878,Bl
MSdk_CO/110,18.40865277,Bl
MSdk_CO/111,17.38954111,Bl
MSdk_CO/112,17.88268299,Bl
MSdk_CO/113,16.76981636,Bl
MSdm1/01,18.43088062,Bl
MSdm1/03,14.82618777,Bl
MSdm1/04,17.49307974,Bl
MSdm1/05,18.12677805,Bl
MSdm1/06,18.47933814,Bl
MSdm1/07,16.78477539,Bl
MSdm1/08,16.52766315,Bl
MSdm2/01,16.40152908,Bl
MSdm2/02,14.45320526,Bl
MSdm2/03,14.52526251,Bl
MSdm2/04,15.12273533,Bl
MSdm2/05,17.1578658,Bl
MSdm2/06,16.75274409,Bl
MSdm2/07,15.05121858,Bl
MSdm3/01,17.81454048,Bl
MSdm3/03,15.96261389,Bl
MSdm3/04,15.71468685,Bl
MSdm3/05,18.53231363,Bl
MSdm3/06,20.10668846,Bl
MSdm3/07,17.43674493,Bl
MSdm_WA/101,17.93016386,Bl
MSdm_WA/110,19.42099792,Bl
MSdm_WA/111,18.30742171,Bl
MSdm_WA/111,17.76315761,Bl
MSdm_WA/112,20.67208038,Bl
MSdm_WA/113,19.41178135,Bl
MSdv/01,12.72938282,Bl
MSdv/03,9.70088288,Bl
MSdv/04,10.35479195,Bl
MSdv/05,10.30296269,Bl
MSdv/06,12.82226146,Bl
MSdv/07,12.82226146,Bl
MSdv/08,11.63969658,Bl
MSdv/09,11.63969658,Bl
MSdw/101,17.65400278,Bl
MSdw/103,15.72516416,Bl
MSdw/104,15.71855641,Bl
MSdw/110,18.78680873,Bl
MSdw/111,15.8873178,Bl
MSdw/112,15.46384634,Bl
MSdw_MT/101,16.65184542,Bl
MSdw_MT/103,16.2151857,Bl
MSdw_MT/110,19.18581769,Bl
MSdw_MT/111,17.52331807,Bl
MSdw_MT/112,19.92749869,Bl
MSdw_MT/113,18.7963642,Bl
MSmm_ID/101,16.56942137,Bl
MSmm_ID/103,14.98361354,Bl
MSmm_ID/110,18.28010905,Bl
MSmm_ID/111,17.17103651,Bl
MSmm_ID/112,19.6195258,Bl
MSmm_ID/113,18.34562285,Bl
MSmw1/01,17.56912041,Bl
MSmw1/02,17.07749597,Bl
MSmw1/03,17.37556202,Bl
MSmw1/06,18.30950767,Bl
MSmw1/08,16.73270037,Bl
MSmw2/01,15.32008479,Bl
MSmw2/02,15.05701218,Bl
MSmw2/03,16.39415734,Bl
MSmw2/06,17.02955518,Bl
MSmw2/08,15.29788886,Bl
MSxh_OR/101,17.26134491,Bl
MSxh_OR/103,15.68775115,Bl
MSxh_OR/110,18.72278279,Bl
MSxh_OR/111,17.42550351,Bl
MSxh_OR/112,19.84717615,Bl
MSxh_OR/113,18.41207529,Bl
MSxk1/01,15.07499207,Bl
MSxk1/02,13.39487819,Bl
MSxk1/05,13.64469147,Bl
MSxk1/06,15.32668334,Bl
MSxk1/07,15.24430671,Bl
MSxk1/08,15.62119441,Bl
MSxk1/09,15.04770743,Bl
MSxk2/01,15.83589728,Bl
MSxk2/02,13.20751648,Bl
MSxk2/05,14.21119174,Bl
MSxk2/06,16.10182628,Bl
MSxk2/07,15.63490635,Bl
MSxk2/08,16.46527391,Bl
MSxk2/09,15.96552894,Bl
MSxk3/01,13.02262739,Bl
MSxk3/02,11.25559915,Bl
MSxk3/05,11.90005457,Bl
MSxk3/06,13.02262739,Bl
MSxk3/07,13.47796184,Bl
MSxk3/08,14.14735513,Bl
MSxk3/09,13.24853931,Bl
MSxk_WA/101,17.17267605,Bl
MSxk_WA/110,18.08743206,Bl
MSxk_WA/111,17.56125413,Bl
MSxk_WA/112,19.65767256,Bl
MSxk_WA/113,18.35861405,Bl
MSxm_CO/101,17.87580829,Bl
MSxm_CO/110,18.93760431,Bl
MSxm_CO/111,18.00637145,Bl
MSxm_CO/112,19.96707021,Bl
MSxm_CO/113,18.87941832,Bl
MSxv/01,11.19823933,Bl
MSxv/04,10.94806551,Bl
MSxv/05,11.68620391,Bl
MSxv/06,11.83466743,Bl
MSxv/07,11.96728096,Bl
MSxv/08,10.74430725,Bl
MSxv/09,10.35786682,Bl
MSxx_NV/111,14.08085087,Bl
SBPSmk/07,17.21146584,Bl
SBSdh1/01,17.19397023,Bl
SBSdh1/06,17.52563687,Bl
SBSdh1/07,17.91691568,Bl
SBSdh2/01,14.81088535,Bl
SBSdh2/06,15.5468678,Bl
SBSdh2/07,14.95556361,Bl
SBSdw1/01,16.26690884,Bl
SBSdw1/06,18.25208611,Bl
SBSdw1/07,18.18393047,Bl
SBSdw1/09,18.35872433,Bl
SBSdw2/08,15.17020647,Bl
SBSdw2/09,16.0530814,Bl
SBSdw2/10,15.68329202,Bl
SBSdw3/06,16.01562371,Bl
SBSdw3/07,15.95164189,Bl
SBSdw3/08,16.61592321,Bl
SBSdw3/09,16.23104783,Bl
SBSmc1/01,17.47593893,Bl
SBSmc1/02,14.26481222,Bl
SBSmc1/07,17.88994188,Bl
SBSmc1/08,16.78291129,Bl
SBSmc2/01,16.29018062,Bl
SBSmc2/02,12.310927,Bl
SBSmc2/04,16.59803407,Bl
SBSmc2/05,17.14048187,Bl
SBSmc2/06,17.18377954,Bl
SBSmc2/07,14.02039877,Bl
SBSmc2/08,15.97324949,Bl
SBSmc2/09,18.07004215,Bl
SBSmc2/10,16.74220426,Bl
SBSmc2/11,15.81376181,Bl
SBSmc3/01,16.13539147,Bl
SBSmc3/04,14.52486185,Bl
SBSmc3/07,16.28672579,Bl
SBSmc3/08,15.0155042,Bl
SBSmh/01,17.31356401,Bl
